Date, Open, High, Low, Close, Volume, Dividends, Stock Splits, 
1999-1-22, 0.04012247404435371, 0.04477943152920874, 0.035584738962119875, 0.03761516511440277, 2714688000.0, 0.0, 0.0, 
1999-1-25, 0.04060027422972253, 0.04203276053375638, 0.037615163626345184, 0.04155587777495384, 510480000.0, 0.0, 0.0, 
1999-1-26, 0.04203277418720806, 0.04286915560621533, 0.037734394865056385, 0.038331419229507446, 343200000.0, 0.0, 0.0, 
1999-1-27, 0.038450621490560624, 0.03940622492968817, 0.036300976675787036, 0.03821218013763428, 244368000.0, 0.0, 0.0, 
1999-1-28, 0.03821219244734176, 0.03845063387707983, 0.037853612996932004, 0.038092054426670074, 227520000.0, 0.0, 0.0, 
1999-1-29, 0.03809205690385214, 0.03821219493233658, 0.03630099073052406, 0.03630099073052406, 244032000.0, 0.0, 0.0, 
1999-2-1, 0.03630098748258945, 0.037256587789791316, 0.03630098748258945, 0.037018146365880966, 154704000.0, 0.0, 0.0, 
1999-2-2, 0.03630099171140085, 0.03725659212992348, 0.03307743533496161, 0.034152258187532425, 264096000.0, 0.0, 0.0, 
1999-2-3, 0.03367444488039495, 0.03534628793298967, 0.0334350845198588, 0.03486848622560501, 75120000.0, 0.0, 0.0, 
1999-2-4, 0.03534629545847233, 0.03773438549014966, 0.0348684936493602, 0.03677878528833389, 181920000.0, 0.0, 0.0, 
1999-2-5, 0.03737580793777788, 0.0382121891903832, 0.036421123286189586, 0.03785360977053642, 136848000.0, 0.0, 0.0, 
1999-2-8, 0.03809205334285675, 0.03821219136011021, 0.03654034435749054, 0.03654034435749054, 154080000.0, 0.0, 0.0, 
1999-2-9, 0.03725657958855363, 0.037495024376384335, 0.034629132850401416, 0.03510693460702896, 86976000.0, 0.0, 0.0, 
1999-2-10, 0.0351069445277532, 0.03606254489463929, 0.03415225634209103, 0.03474928066134453, 148224000.0, 0.0, 0.0, 
1999-2-11, 0.03486849028986634, 0.03916686812997067, 0.03486849028986634, 0.03773438185453415, 132240000.0, 0.0, 0.0, 
1999-2-12, 0.03821217699426844, 0.04012246470167058, 0.03821217699426844, 0.03988402336835861, 109728000.0, 0.0, 0.0, 
1999-2-16, 0.04060027351397499, 0.04227212018175003, 0.0360625352748423, 0.04012247174978256, 211008000.0, 0.0, 0.0, 
1999-2-17, 0.03916687919951082, 0.039644681097626686, 0.03725659062110184, 0.0379728339612484, 67728000.0, 0.0, 0.0, 
1999-2-18, 0.039166884883204314, 0.03964468685065631, 0.037495040920625895, 0.0385698638856411, 70704000.0, 0.0, 0.0, 
1999-2-19, 0.03821217699426844, 0.040600266381929984, 0.037734375314009035, 0.03988402336835861, 75360000.0, 0.0, 0.0, 
1999-2-22, 0.04060027351397499, 0.04107807527816742, 0.037972823317815096, 0.04012247174978256, 205248000.0, 0.0, 0.0, 
1999-2-23, 0.04107808240695497, 0.04286914836495062, 0.038689992185354925, 0.042032767087221146, 138096000.0, 0.0, 0.0, 
1999-2-24, 0.04824234910714953, 0.050153552922121244, 0.04430163466798322, 0.045376457273960114, 612768000.0, 0.0, 0.0, 
1999-2-25, 0.04728766566928354, 0.04872015563409934, 0.043226812832609464, 0.04394397512078285, 149136000.0, 0.0, 0.0, 
1999-2-26, 0.04442177871797269, 0.04585426532258896, 0.041555886494734205, 0.04191355034708977, 172608000.0, 0.0, 0.0, 
1999-3-1, 0.04298837343102212, 0.043943977184143106, 0.04012248118567218, 0.04215290769934654, 92160000.0, 0.0, 0.0, 
1999-3-2, 0.0420327638291829, 0.042272124241163465, 0.04107807922291611, 0.041794322431087494, 55248000.0, 0.0, 0.0, 
1999-3-3, 0.04203277181228825, 0.04203277181228825, 0.03868999653464768, 0.03892843797802925, 61392000.0, 0.0, 0.0, 
1999-3-4, 0.04083872423048903, 0.04107808467423423, 0.037734390573858495, 0.038092054426670074, 57360000.0, 0.0, 0.0, 
1999-3-5, 0.0384506267970291, 0.04036091492520688, 0.0384506267970291, 0.04024169594049454, 78768000.0, 0.0, 0.0, 
1999-3-8, 0.03916687874779073, 0.04203277108937848, 0.038450635415904766, 0.04083872586488724, 75888000.0, 0.0, 0.0, 
1999-3-9, 0.040719505486074024, 0.042749931999748386, 0.040719505486074024, 0.04215290769934654, 143184000.0, 0.0, 0.0, 
1999-3-10, 0.042749927686659764, 0.042749927686659764, 0.04083872037324165, 0.04143574461340904, 235344000.0, 0.0, 0.0, 
1999-3-11, 0.04071949565895938, 0.04143573879393775, 0.039644669741392136, 0.039644669741392136, 54288000.0, 0.0, 0.0, 
1999-3-12, 0.039884041779674965, 0.039884041779674965, 0.038212194633824824, 0.03892843797802925, 90768000.0, 0.0, 0.0, 
1999-3-15, 0.039884030614474826, 0.04107807552523924, 0.039644670224040474, 0.04060027375817299, 108816000.0, 0.0, 0.0, 
