ID, Name, Date, In Danger, Danger list, long, lat, Area [ha], Category, Countries, Region
309, "Historic Centre of Salvador de Bahia", 1985, 0, , -38.512981, -12.972917, 200, Cultural, "Brazil", "Latin America and the Caribbean"
310, "Cave of Altamira and Paleolithic Cave Art of Northern Spain", 1985, 0, , -4.116166667, 43.38252778, 0, Cultural, "Spain", "Europe and North America"
311, "Old Town of Segovia and its Aqueduct", 1985, 0, , -4.11675, 40.94847222, 134.28, Cultural, "Spain", "Europe and North America"
312, "Monuments of Oviedo and the Kingdom of the Asturias", 1985, 0, , -5.84303, 43.36262, 0.2, Cultural, "Spain", "Europe and North America"
313, "Historic Centre of Cordoba", 1984, 0, , -4.779722222, 37.87919444, 80.28, Cultural, "Spain", "Europe and North America"
314, "Alhambra, Generalife and Albayzín, Granada", 1984, 0, , -3.589916667, 37.17677778, 450, Cultural, "Spain", "Europe and North America"
316, "Burgos Cathedral", 1984, 0, , -3.704011111, 42.34073333, 1.03, Cultural, "Spain", "Europe and North America"
318, "Monastery and Site of the Escurial, Madrid", 1984, 0, , -4.14775, 40.58911111, 94.11, Cultural, "Spain", "Europe and North America"
320, "Works of Antoni Gaudí", 1984, 0, , 2.152972, 41.41338, 0, Cultural, "Spain", "Europe and North America"
321, "Historic Mosque City of Bagerhat", 1985, 0, , 89.8, 22.66667, 0, Cultural, "Bangladesh", "Asia and the Pacific"
322, "Ruins of the Buddhist Vihara at Paharpur", 1985, 0, , 88.98333333, 25.03333333, 0, Cultural, "Bangladesh", "Asia and the Pacific"
323, "Royal Palaces of Abomey", 1985, 0, P 1985-2007, 1.983333333, 7.183333333, 47.6, Cultural, "Benin", "Africa"
326, "Petra", 1985, 0, , 35.44333, 30.33056, 26171, Cultural, "Jordan", "Arab States"
327, "Quseir Amra", 1985, 0, , 36.58730556, 31.80180556, 0.0445, Cultural, "Jordan", "Arab States"
330, "Chavin (Archaeological Site)", 1985, 0, , -77.1784535, -9.592772544, 14.79, Cultural, "Peru", "Latin America and the Caribbean"
331, "Medina of Marrakesh", 1985, 0, , -7.98667, 31.63139, 1107, Cultural, "Morocco", "Arab States"
332, "Punic Town of Kerkuane and its Necropolis", 1985, 0, , 11.09917, 36.94639, 0.1119, Cultural, "Tunisia", "Arab States"
333, "Huascarán National Park", 1985, 0, , -77.4, -9.33333, 340000, Natural, "Peru", "Latin America and the Caribbean"
334, "Sanctuary of Bom Jesus do Congonhas", 1985, 0, , -43.860806, -20.508201, 2.19, Cultural, "Brazil", "Latin America and the Caribbean"
335, "Nanda Devi and Valley of Flowers National Parks", 1988, 0, , 79.66667, 30.71667, 71210, Natural, "India", "Asia and the Pacific"
337, "Kaziranga National Park", 1985, 0, , 93.41666667, 26.66666667, 42996, Natural, "India", "Asia and the Pacific"
338, "Manas Wildlife Sanctuary", 1985, 0, P 1992-2011, 91.03055556, 26.725, 39100, Natural, "India", "Asia and the Pacific"
340, "Keoladeo National Park", 1985, 0, , 77.50861111, 27.15888889, 2873, Natural, "India", "Asia and the Pacific"
344, "Pont du Gard (Roman Aqueduct)", 1985, 0, , 4.535277778, 43.94722222, 0.3257, Cultural, "France", "Europe and North America"
345, "Historic Fortified City of Carcassonne", 1997, 0, , 2.3636562, 43.2070631, 11, Cultural, "France", "Europe and North America"
347, "Santiago de Compostela (Old Town)", 1985, 0, , -8.54468, 42.88076, 107.59, Cultural, "Spain", "Europe and North America"
348, "Old Town of Ávila with its Extra-Muros Churches", 1985, 0, , -4.70012, 40.65645, 36.4, Cultural, "Spain", "Europe and North America"
351, "Painted Churches in the Troodos Region", 1985, 0, , 33.09583333, 34.92027778, 3.693, Cultural, "Cyprus", "Europe and North America"
352, "Rock Art of Alta", 1985, 0, , 23.18333, 69.95, 53.59, Cultural, "Norway", "Europe and North America"
353, "Chaco Culture", 1987, 0, , -107.9708333, 36.06377778, 14261, Cultural, "United States of America", "Europe and North America"
354, "Waterton Glacier International Peace Park", 1995, 0, , -113.9041667, 48.99605556, 457614, Natural, "Canada,United States of America", "Europe and North America"
355, "Iguaçu National Park", 1986, 0, P 1999-2001, -53.80014444, -25.44814722, 169695.88, Natural, "Brazil", "Latin America and the Caribbean"
356, "Historic Areas of Istanbul", 1985, 0, , 28.97993, 41.00847, 765.5, Cultural, "Türkiye", "Europe and North America"
357, "Göreme National Park and the Rock Sites of Cappadocia", 1985, 0, , 34.85, 38.66667, 9883.81, Mixed, "Türkiye", "Europe and North America"
358, "Great Mosque and Hospital of Divriği", 1985, 0, , 38.121826, 39.371271, 2016, Cultural, "Türkiye", "Europe and North America"
359, "Thracian Tomb of Sveshtari", 1985, 0, , 26.66667, 43.66667, 647.6, Cultural, "Bulgaria", "Europe and North America"
361, "Historic Centre of Évora", 1986, 0, , -7.90778, 38.57306, 0, Cultural, "Portugal", "Europe and North America"
362, "Old Town of Ghadamès", 1986, 0, P 2016-2025, 9.5, 30.13333333, 287.59, Cultural, "Libya", "Arab States"
364, "Great Zimbabwe National Monument", 1986, 0, , 30.93326897, -20.27116995, 722, Cultural, "Zimbabwe", "Africa"
365, "Khami Ruins National Monument", 1986, 0, , 28.37666667, -20.15833333, 0, Cultural, "Zimbabwe", "Africa"
366, "Chan Chan Archaeological Zone", 1986, 1, Y 1986, -79.074737, -8.107836, 1414.57, Cultural, "Peru", "Latin America and the Caribbean"
367, "Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier", 1986, 0, , 6.633333333, 49.75, 7.3, Cultural, "Germany", "Europe and North America"
368, "Gondwana Rainforests of Australia", 1986, 0, , 150.05, -28.25, 370000, Natural, "Australia", "Asia and the Pacific"
369, "Giant's Causeway and Causeway Coast", 1986, 0, , -6.511666667, 55.24083333, 239.405, Natural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
370, "Durham Castle and Cathedral", 1986, 0, , -1.576111111, 54.77472222, 8.79, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
371, "Ironbridge Gorge", 1986, 0, , -2.472777778, 52.62638889, 547.9, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
372, "Studley Royal Park including the Ruins of Fountains Abbey", 1986, 0, , -1.573055556, 54.11611111, 310, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
373, "Stonehenge, Avebury and Associated Sites", 1986, 0, , -1.825277778, 51.17888889, 4985.4, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
374, "Castles and Town Walls of King Edward in Gwynedd", 1986, 0, , -4.276944444, 53.13972222, 6, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
377, "Hattusha: the Hittite Capital", 1986, 0, , 34.62056, 40.01389, 268.46, Cultural, "Türkiye", "Europe and North America"
378, "Mudejar Architecture of Aragon", 1986, 0, , -1.10722, 40.34389, 4.269, Cultural, "Spain", "Europe and North America"
379, "Historic City of Toledo", 1986, 0, , -4.024444444, 39.85694444, 259.85, Cultural, "Spain", "Europe and North America"
380, "Garajonay National Park", 1986, 0, , -17.23722222, 28.12625, 3984, Natural, "Spain", "Europe and North America"
381, "Old City of Salamanca", 1988, 0, , -5.6645, 40.96525, 50.78, Cultural, "Spain", "Europe and North America"
383, "Cathedral, Alcázar and Archivo de Indias in Seville", 1987, 0, , -5.99155, 37.38384, 12, Cultural, "Spain", "Europe and North America"
384, "Old Town of Cáceres", 1986, 0, , -6.37, 39.47444, 9, Cultural, "Spain", "Europe and North America"
385, "Old City of Sana'a", 1986, 1, Y 2015, 44.20805556, 15.35555556, , Cultural, "Yemen", "Arab States"
387, "St Kilda", 1986, 0, , -8.576666667, 57.81722222, 24201.4004, Mixed, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
389, "Studenica Monastery", 1986, 0, , 20.53166667, 43.48652778, 1.16, Cultural, "Serbia", "Europe and North America"
390, "Škocjan Caves", 1986, 0, , 14, 45.66667, 413, Natural, "Slovenia", "Europe and North America"
392, "Temple of Apollo Epicurius at Bassae", 1986, 0, , 21.89694, 37.43498, 20.46, Cultural, "Greece", "Europe and North America"
393, "Archaeological Site of Delphi", 1987, 0, , 22.49617, 38.48149, 51.04, Cultural, "Greece", "Europe and North America"
394, "Venice and its Lagoon", 1987, 0, , 12.33894444, 45.43430556, 70176.4, Cultural, "Italy", "Europe and North America"
395, "Piazza del Duomo, Pisa", 1987, 0, , 10.39638889, 43.72305556, 8.87, Cultural, "Italy", "Europe and North America"
398, "Castel del Monte", 1996, 0, , 16.27094444, 41.08480556, 3.1, Cultural, "Italy", "Europe and North America"
400, "Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue", 1987, 0, , 19.07067, 47.48242, 473.3, Cultural, "Hungary", "Europe and North America"
401, "Old Village of Hollókő and its Surroundings", 1987, 0, , 19.52917, 47.99444, 144.5, Cultural, "Hungary", "Europe and North America"
402, "Manú National Park", 1987, 0, , -71.75, -12.25, 1716295.22, Natural, "Peru", "Latin America and the Caribbean"
403, "Kilimanjaro National Park", 1987, 0, , 37.36667, -3.06667, 75575, Natural, "United Republic of Tanzania", "Africa"
404, "Acropolis, Athens", 1987, 0, , 23.72618, 37.97087, 3.04, Cultural, "Greece", "Europe and North America"
405, "Sinharaja Forest Reserve", 1988, 0, , 80.5, 6.416666667, 8864, Natural, "Sri Lanka", "Asia and the Pacific"
407, "Dja Faunal Reserve", 1987, 0, , 12.983, 3.125, 526000, Natural, "Cameroon", "Africa"
409, "Hawaii Volcanoes National Park", 1987, 0, , -155.1236111, 19.40083333, 87940, Natural, "United States of America", "Europe and North America"
410, "Sian Ka'an", 1987, 0, , -87.79167, 19.38333, 528000, Natural, "Mexico", "Latin America and the Caribbean"
411, "Pre-Hispanic City and National Park of Palenque", 1987, 0, , -92.05, 17.48333, 1772, Cultural, "Mexico", "Latin America and the Caribbean"
412, "Historic Centre of Mexico City and Xochimilco", 1987, 0, , -99.13278, 19.41833, 3010.86, Cultural, "Mexico", "Latin America and the Caribbean"
414, "Pre-Hispanic City of Teotihuacan", 1987, 0, , -98.84167, 19.69167, 250, Cultural, "Mexico", "Latin America and the Caribbean"
415, "Historic Centre of Oaxaca and Archaeological Site of Monte Albán", 1987, 0, , -96.725885, 17.061579, 4375, Cultural, "Mexico", "Latin America and the Caribbean"
416, "Historic Centre of Puebla", 1987, 0, , -98.197769, 19.045967, 690, Cultural, "Mexico", "Latin America and the Caribbean"
417, "Ibiza, Biodiversity and Culture", 1999, 0, , 1.435194444, 38.91113889, 9020.3, Mixed, "Spain", "Europe and North America"
419, "Gros Morne National Park", 1987, 0, , -57.53138889, 49.6125, 180500, Natural, "Canada", "Europe and North America"
420, "City of Potosí", 1987, 1, Y 2014, -65.749813, -19.599112, 2211, Cultural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
421, "Tongariro National Park", 1990, 0, , 175.5622222, -39.29083333, 79596, Mixed, "New Zealand", "Asia and the Pacific"
422, "The English Lake District", 2017, 0, , -3.082416667, 54.47661111, 229205.19, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
425, "Blenheim Palace", 1987, 0, , -1.361388889, 51.84194444, 0, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
426, "Palace of Westminster and Westminster Abbey including Saint Margaret’s Church", 1987, 0, , -0.127, 51.499, 10.26, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
428, "City of Bath", 1987, 0, , -2.359055556, 51.38130556, 2900, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
429, "New Lanark", 2001, 0, , -3.783055556, 55.66333333, 146, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
430, "Frontiers of the Roman Empire", 1987, 0, , -2.601, 54.99261111, 526.9, Cultural, "Germany,United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
433, "Bahla Fort", 1987, 0, P 1988-2004, 57.30111, 22.96417, 0, Cultural, "Oman", "Arab States"
434, "Archaeological Sites of Bat, Al-Khutm and Al-Ayn", 1988, 0, , 56.745, 23.26986, 0, Cultural, "Oman", "Arab States"
437, "Mount Taishan", 1987, 0, , 117.1, 36.26667, 25000, Mixed, "China", "Asia and the Pacific"
438, "The Great Wall", 1987, 0, , 116.08333, 40.41667, 2151.55, Cultural, "China", "Asia and the Pacific"
439, "Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang", 1987, 0, , 123.4469444, 41.79416667, 84.96, Cultural, "China", "Asia and the Pacific"
440, "Mogao Caves", 1987, 0, , 94.81667, 40.13333, 23392, Cultural, "China", "Asia and the Pacific"
441, "Mausoleum of the First Qin Emperor", 1987, 0, , 109.259951, 34.381311, 244, Cultural, "China", "Asia and the Pacific"
442, "Monticello and the University of Virginia in Charlottesville", 1987, 0, , -78.50388889, 38.03277778, 795.96, Cultural, "United States of America", "Europe and North America"
444, "Ksar of Ait-Ben-Haddou", 1987, 0, , -7.12889, 31.04722, 3.03, Cultural, "Morocco", "Arab States"
445, "Brasilia", 1987, 0, , -47.9, -15.78333, 11268.92, Cultural, "Brazil", "Latin America and the Caribbean"
447, "Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park", 1987, 0, , 131, -25.33333333, 132566, Mixed, "Australia", "Asia and the Pacific"
448, "Nemrut Dağ", 1987, 0, , 38.76369, 38.03661, 11, Cultural, "Türkiye", "Europe and North America"
449, "Peking Man Site at Zhoukoudian", 1987, 0, , 115.922702, 39.689449, 480, Cultural, "China", "Asia and the Pacific"
450, "Sacred City of Kandy", 1988, 0, , 80.64027778, 7.293611111, 0, Cultural, "Sri Lanka", "Asia and the Pacific"
451, "Old Town of Galle and its Fortifications", 1988, 0, , 80.216346, 6.028051, 0, Cultural, "Sri Lanka", "Asia and the Pacific"
452, "Sundarbans National Park", 1987, 0, , 88.89583333, 21.945, 133010, Natural, "India", "Asia and the Pacific"
454, "Mount Athos", 1988, 0, , 24.21667, 40.26667, 33042.3, Mixed, "Greece", "Europe and North America"
455, "Meteora", 1988, 0, , 21.63333, 39.71667, 271.87, Mixed, "Greece", "Europe and North America"
456, "Paleochristian and Byzantine Monuments of Thessalonika", 1988, 0, , 22.965, 40.63833, 5.327, Cultural, "Greece", "Europe and North America"
460, "Trinidad and the Valley de los Ingenios", 1988, 0, , -79.98444444, 21.80305556, 0, Cultural, "Cuba", "Latin America and the Caribbean"
474, "Hortobágy National Park - the <i>Puszta</i>", 1999, 0, , 21.15678, 47.59458, 74820, Cultural, "Hungary", "Europe and North America"
475, "Manovo-Gounda St Floris National Park", 1988, 1, Y 1997, 21.5, 9, 1740000, Natural, "Central African Republic", "Africa"
476, "Chongoni Rock-Art Area", 2006, 0, , 34.20707383, -14.21852077, 12640, Cultural, "Malawi", "Africa"
479, "Town of Luang Prabang", 1995, 0, , 102.13333, 19.88889, 820, Cultural, "Lao People's Democratic Republic", "Asia and the Pacific"
481, "Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape", 2001, 0, , 105.8222222, 14.84833333, 39000, Cultural, "Lao People's Democratic Republic", "Asia and the Pacific"
482, "Historic Town of Guanajuato and Adjacent Mines", 1988, 0, , -101.25556, 21.01694, 2167.5, Cultural, "Mexico", "Latin America and the Caribbean"
483, "Pre-Hispanic City of Chichen-Itza", 1988, 0, , -88.568654, 20.682739, 0, Cultural, "Mexico", "Latin America and the Caribbean"
484, "Xanthos-Letoon", 1988, 0, , 29.32028, 36.335, 126.4, Cultural, "Türkiye", "Europe and North America"
485, "Hierapolis-Pamukkale", 1988, 0, , 29.12333, 37.92389, 1077, Mixed, "Türkiye", "Europe and North America"
486, "Wet Tropics of Queensland", 1988, 0, , 144.9666667, -15.65, 893453, Natural, "Australia", "Asia and the Pacific"
487, "Henderson Island", 1988, 0, , -128.3333333, -24.36666667, 3700, Natural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
488, "Tower of London", 1988, 0, , -0.076111111, 51.50805556, 0, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
491, "Sanctuary of Asklepios at Epidaurus", 1988, 0, , 23.08055556, 37.6, 1393.8, Cultural, "Greece", "Europe and North America"
492, "Taos Pueblo", 1992, 0, , -105.546, 36.438, 19.01, Cultural, "United States of America", "Europe and North America"
493, "Medieval City of Rhodes", 1988, 0, , 28.22778, 36.44722, 65.85, Cultural, "Greece", "Europe and North America"
494, "Andrefana Dry Forests", 1990, 0, , 44.76738611, -18.66157778, 734298, Natural, "Madagascar", "Africa"
495, "Strasbourg, Grande-Île and <em>Neustadt</em>", 1988, 0, , 7.748888889, 48.58444444, 183, Cultural, "France", "Europe and North America"
496, "Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church", 1988, 0, , 1.083333333, 51.28, 18.17, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
498, "Medina of Sousse", 1988, 0, , 10.63861, 35.82778, 31.68, Cultural, "Tunisia", "Arab States"
499, "Kairouan", 1988, 0, , 10.10389, 35.68167, 68.02, Cultural, "Tunisia", "Arab States"
500, "Historic Centre of Lima", 1988, 0, , -77.0304, -12.046542, 277.99, Cultural, "Peru", "Latin America and the Caribbean"
502, "Historic City of Vigan", 1999, 0, , 120.3875, 17.575, 17.25, Cultural, "Philippines", "Asia and the Pacific"
505, "Monastery of Alcobaça", 1989, 0, , -8.97667, 39.55, 0, Cultural, "Portugal", "Europe and North America"
506, "Banc d'Arguin National Park", 1989, 0, , -16.10889, 20.23472, 1200000, Natural, "Mauritania", "Arab States"
509, "Mosi-oa-Tunya / Victoria Falls", 1989, 0, , 25.85539, -17.92453, 6860, Natural, "Zambia,Zimbabwe", "Africa"
511, "Archaeological Site of Mystras", 1989, 0, , 22.36667, 37.08056, 54.43, Cultural, "Greece", "Europe and North America"
514, "Heart of Neolithic Orkney", 1999, 0, , -3.188666667, 58.99605556, 15, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
515, "Abbey and Altenmünster of Lorsch", 1991, 0, , 8.56858, 49.65369, 3.34, Cultural, "Germany", "Europe and North America"
516, "Cliff of Bandiagara (Land of the Dogons)", 1989, 0, , -3.41667, 14.33333, 327390, Mixed, "Mali", "Africa"
517, "Archaeological Site of Olympia", 1989, 0, , 21.634, 37.64, 105.6, Cultural, "Greece", "Europe and North America"
518, "Poblet Monastery", 1991, 0, , 1.0825, 41.38083, 18, Cultural, "Spain", "Europe and North America"
522, "Renaissance Monumental Ensembles of Úbeda and Baeza", 2003, 0, , -3.37122, 38.01131, 9, Cultural, "Spain", "Europe and North America"
524, "Buddhist Monuments at Sanchi", 1989, 0, , 77.73972, 23.47944, 0, Cultural, "India", "Asia and the Pacific"
526, "Colonial City of Santo Domingo", 1990, 0, , -69.885841, 18.472394, 106, Cultural, "Dominican Republic", "Latin America and the Caribbean"
527, "Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra", 1990, 1, Y 2023, 30.51686, 50.45258, 28.52, Cultural, "Ukraine", "Europe and North America"
529, "Jesuit Missions of the Chiquitos", 1990, 0, , -60.5, -16, 0, Cultural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
530, "Delos", 1990, 0, , 25.26667, 37.4, 350.64, Cultural, "Greece", "Europe and North America"
532, "Palaces and Parks of Potsdam and Berlin", 1990, 0, , 13.03333333, 52.4, 2064, Cultural, "Germany", "Europe and North America"
534, "Garden Kingdom of Dessau-Wörlitz", 2000, 0, , 12.42083, 51.8425, 11891, Cultural, "Germany", "Europe and North America"
535, "Collegiate Church, Castle and Old Town of Quedlinburg", 1994, 0, , 11.15, 51.78333, 90, Cultural, "Germany", "Europe and North America"
537, "Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios", 1990, 0, , 22.74666667, 38.39527778, 3.7, Cultural, "Greece", "Europe and North America"
540, "Historic Centre of Saint Petersburg and Related Groups of Monuments", 1990, 0, , 30.31833, 59.95, 3934.1, Cultural, "Russian Federation", "Europe and North America"
541, "Vilnius Historic Centre", 1994, 0, , 25.29306, 54.68667, 352.09, Cultural, "Lithuania", "Europe and North America"
543, "Itchan Kala", 1990, 0, , 60.360253, 41.378088, 37.5, Cultural, "Uzbekistan", "Asia and the Pacific"
544, "Kizhi Pogost", 1990, 0, , 35.22436111, 62.06758333, 0.57, Cultural, "Russian Federation", "Europe and North America"
545, "Kremlin and Red Square, Moscow", 1990, 0, , 37.62041667, 55.75402778, 42.1, Cultural, "Russian Federation", "Europe and North America"
546, "Maulbronn Monastery Complex", 1993, 0, , 8.81306, 49.00083, 72.45, Cultural, "Germany", "Europe and North America"
547, "Mount Huangshan", 1990, 0, , 118.155083, 30.145333, 16060, Mixed, "China", "Asia and the Pacific"
548, "Río Abiseo National Park", 1990, 0, , -77.25, -7.75, 272407.95, Mixed, "Peru", "Latin America and the Caribbean"
549, "18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex", 1997, 0, , 14.32639, 41.07333, 87.37, Cultural, "Italy", "Europe and North America"
550, "Historic Centre of San Gimignano", 1990, 0, , 11.04167, 43.46806, 13.88, Cultural, "Italy", "Europe and North America"
551, "Te Wahipounamu – South West New Zealand", 1990, 0, , 167.3196111, -45.03602778, 2600000, Natural, "New Zealand", "Asia and the Pacific"
554, "Whale Sanctuary of El Vizcaino", 1993, 0, , -114.22778, 27.79222, 369631, Natural, "Mexico", "Latin America and the Caribbean"
555, "Birka and Hovgården", 1993, 0, , 17.54264, 59.33514, 437.121, Cultural, "Sweden", "Europe and North America"
556, "Engelsberg Ironworks", 1993, 0, , 16.01, 59.97, 9.596, Cultural, "Sweden", "Europe and North America"
557, "Rock Carvings in Tanum", 1994, 0, , 11.34111, 58.70111, 4137.609, Cultural, "Sweden", "Europe and North America"
558, "Skogskyrkogården", 1994, 0, , 18.09944, 59.27556, 108.08, Cultural, "Sweden", "Europe and North America"
559, "Royal Domain of Drottningholm", 1991, 0, , 17.88333, 59.32306, 162.429, Cultural, "Sweden", "Europe and North America"
560, "Archaeological Zone of Paquimé, Casas Grandes", 1998, 0, , -107.948122, 30.367128, 146.72, Cultural, "Mexico", "Latin America and the Caribbean"
561, "Rangiri Dambulla Cave Temple", 1991, 0, , 80.64916667, 7.856666667, 0, Cultural, "Sri Lanka", "Asia and the Pacific"
564, "Old City of Zamość", 1992, 0, , 23.25277778, 50.71694444, 75.0391, Cultural, "Poland", "Europe and North America"
565, "Kasbah of Algiers", 1992, 0, , 3.06028, 36.78333, 54.7, Cultural, "Algeria", "Arab States"
566, "Historic City of Sucre", 1991, 0, , -65.259592, -19.04799, 0, Cultural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
567, "Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture", 2000, 0, , -68.673278, -16.555003, 71.5, Cultural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
569, "Historic Centres of Berat and Gjirokastra", 2005, 0, , 20.14083333, 40.07416667, 58.9, Cultural, "Albania", "Europe and North America"
570, "Butrint", 1992, 0, P 1997-2005, 20.02095, 39.745732, , Cultural, "Albania", "Europe and North America"
573, "Air and Ténéré Natural Reserves", 1991, 1, Y 1992, 9.661999998, 19.07619264, 7736000, Natural, "Niger", "Africa"
574, "Historic Town of Sukhothai and Associated Historic Towns", 1991, 0, , 99.78972, 17.00722, 11852, Cultural, "Thailand", "Asia and the Pacific"
575, "Ban Chiang Archaeological Site", 1992, 0, , 103.237589, 17.407772, 30, Cultural, "Thailand", "Asia and the Pacific"
576, "Historic City of Ayutthaya", 1991, 0, , 100.56056, 14.34778, 289, Cultural, "Thailand", "Asia and the Pacific"
577, "Heard and McDonald Islands", 1997, 0, , 73.5, -53.1, 658903, Natural, "Australia", "Asia and the Pacific"
578, "Shark Bay, Western Australia", 1991, 0, , 113.4361111, -25.48611111, 2200902, Natural, "Australia", "Asia and the Pacific"
579, "Bronze Age Burial Site of Sammallahdenmäki", 1999, 0, , 21.7775, 61.12056, 0, Cultural, "Finland", "Europe and North America"
582, "Old Rauma", 1991, 0, , 21.51167, 61.12806, 29, Cultural, "Finland", "Europe and North America"
583, "Fortress of Suomenlinna", 1991, 0, , 24.98722, 60.14722, 210, Cultural, "Finland", "Europe and North America"
584, "Petäjävesi Old Church", 1994, 0, , 25.18333, 62.25, 2.98, Cultural, "Finland", "Europe and North America"
585, "Historic Centre of Morelia", 1991, 0, , -101.190376, 19.700927, 390, Cultural, "Mexico", "Latin America and the Caribbean"
586, "Rohtas Fort", 1997, 0, , 73.58888889, 32.9625, 0, Cultural, "Pakistan", "Asia and the Pacific"
588, "Danube Delta", 1991, 0, , 29.5, 45.08333, 312440, Natural, "Romania", "Europe and North America"
590, "Dong Phayayen-Khao Yai Forest Complex", 2005, 0, , 102.05, 14.33, 615500, Natural, "Thailand", "Asia and the Pacific"
591, "Thungyai-Huai Kha Khaeng Wildlife Sanctuaries", 1991, 0, , 98.91667, 15.33333, 622200, Natural, "Thailand", "Asia and the Pacific"
592, "Borobudur Temple Compounds", 1991, 0, , 110.20361, -7.60778, 25.51, Cultural, "Indonesia", "Asia and the Pacific"
593, "Sangiran Early Man Site", 1996, 0, , 110.8166667, -7.4, 5600, Cultural, "Indonesia", "Asia and the Pacific"
595, "Pythagoreion and Heraion of Samos", 1992, 0, , 26.94333, 37.69083, 668.35, Cultural, "Greece", "Europe and North America"
596, "Villages with Fortified Churches in Transylvania", 1993, 0, , 24.77305556, 46.13583333, 553, Cultural, "Romania", "Europe and North America"
597, "Monastery of Horezu", 1993, 0, , 24.00722222, 45.16972222, 22.48, Cultural, "Romania", "Europe and North America"
598, "Churches of Moldavia", 1993, 0, , 25.71277778, 47.77833333, , Cultural, "Romania", "Europe and North America"
599, "Island of Mozambique", 1991, 0, , 40.73583, -15.03417, 95.7, Cultural, "Mozambique", "Africa"
600, "Paris, Banks of the Seine", 1991, 0, , 2.321138889, 48.8655, 538, Cultural, "France", "Europe and North America"
601, "Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims", 1991, 0, , 4.032777778, 49.25333333, 4.16, Cultural, "France", "Europe and North America"
602, "Historic Centre of Bukhara", 1993, 0, , 64.42861, 39.77472, 216, Cultural, "Uzbekistan", "Asia and the Pacific"
603, "Samarkand – Crossroad of Cultures", 2001, 0, , 67, 39.66861, 1123, Cultural, "Uzbekistan", "Asia and the Pacific"
604, "Historic Monuments of Novgorod and Surroundings", 1992, 0, , 31.28333, 58.53333, 0, Cultural, "Russian Federation", "Europe and North America"
606, "Serra da Capivara National Park", 1991, 0, , -42.652436, -8.718634, 130600, Cultural, "Brazil", "Latin America and the Caribbean"
608, "Ujung Kulon National Park", 1991, 0, , 105.3333333, -6.75, 78525, Natural, "Indonesia", "Asia and the Pacific"
609, "Komodo National Park", 1991, 0, , 119.48944, -8.54333, 219322, Natural, "Indonesia", "Asia and the Pacific"
611, "Historic Town of Zabid", 1993, 1, Y 2000, 43.31552778, 14.19533333, , Cultural, "Yemen", "Arab States"
613, "Ruins of León Viejo", 2000, 0, , -86.616336, 12.40047, 31.87, Cultural, "Nicaragua", "Latin America and the Caribbean"
614, "City of Safranbolu", 1994, 0, , 32.68972, 41.26, 193, Cultural, "Türkiye", "Europe and North America"
616, "Historic Centre of Prague", 1992, 0, , 14.41944, 50.08972, 1106.36, Cultural, "Czechia", "Europe and North America"
617, "Historic Centre of Český Krumlov", 1992, 0, , 14.31502778, 48.81069444, 51.91, Cultural, "Czechia", "Europe and North America"
618, "Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity", 1993, 0, , 18.9, 48.46111, 20632, Cultural, "Slovakia", "Europe and North America"
620, "Levoča, Spišský Hrad and the Associated Cultural Monuments", 1993, 0, , 20.7675, 48.99944444, 1351.2252, Cultural, "Slovakia", "Europe and North America"
